job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB03930,DevOps Engineer,Quantix Technologies,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Linux, Jenkins and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,5-8 LPA,Full-time
JOB07301,QA Engineer,NextGen Systems,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Jira, API Testing, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-15 LPA,Part-time
JOB08828,Cloud Engineer,NextGen Systems,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Python, Azure, Linux and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-11 LPA,Full-time
JOB07701,Software Engineer,FinEdge Technologies,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Java, C++, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,5-10 LPA,Full-time
JOB09181,QA Engineer,NextGen Systems,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Jira, Java and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Full-time
JOB00629,QA Engineer,Quantix Technologies,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Python, API Testing, Jira, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,6-9 LPA,Full-time
JOB02452,Data Analyst,BlueOrbit Software,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, SQL, Excel, Python, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,8-11 LPA,Full-time
JOB06388,Frontend Developer,CodeCraft India,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, JavaScript, TypeScript, REST API, Git and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-9 LPA,Full-time
JOB09096,Data Scientist,Vertex Digital,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Python, Pandas, Machine Learning, AWS and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-14 LPA,Full-time
JOB03825,DevOps Engineer,Vertex Digital,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, Kubernetes and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,12-15 LPA,Full-time
JOB09072,Data Scientist,Apex Solutions,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, NumPy, Machine Learning, SQL and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,5-9 LPA,Contract
JOB02653,Business Analyst,CloudSphere,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Excel, Communication, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,8-12 LPA,Full-time
JOB09203,Machine Learning Engineer,Quantix Technologies,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, Scikit-learn, PyTorch, Docker, AWS and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-11 LPA,Internship
JOB03744,Backend Developer,FinEdge Technologies,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, PostgreSQL, REST API, Docker, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-14 LPA,Full-time
JOB02177,Business Analyst,FinEdge Technologies,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Business Analysis, Power BI, Communication and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,11-15 LPA,Full-time
JOB00271,Data Scientist,NextGen Systems,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, AWS, Pandas, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,,Full-time
JOB09743,Data Scientist,Vertex Digital,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, SQL, AWS, Scikit-learn and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,8-10 LPA,Full-time
